trip_id,pickup_datetime,pickup_location,trip_type,distance_miles,duration_minutes,fare_amount
15960,2025-10-23 16:01:38,Trafford Centre,Standard,20.08,60.0,37.24
15961,2026-04-26 22:04:20,Trafford Centre,Business,26.27,90.0,59.0
15962,2025-12-08 12:16:46,Deansgate,Premium,11.94,55.0,19.4
15963,2026-06-16 11:45:58,Manchester Airport,Standard,7.49,32.0,14.48
15964,2025-08-18 15:21:17,MediaCityUK,Airport,13.52,44.0,19.65
15965,2025-10-20 20:33:46,Salford Quays,Airport,23.71,107.0,29.5
15966,2025-08-01 21:36:22,Salford Quays,Airport,14.24,39.0,25.2
15967,2026-02-01 02:10:04,MediaCityUK,Airport,26.92,114.0,73.13
15968,2025-11-15 10:44:43,Stockport,Standard,21.09,59.0,56.78
15969,2026-05-12 12:06:13,Stockport,Standard,2.14,8.0,5.72
15970,2025-12-26 23:09:24,MediaCityUK,Standard,12.0,37.0,22.4
15971,2026-03-31 02:45:33,Old Trafford,Premium,29.58,98.0,46.45
15972,2026-02-24 17:10:04,Old Trafford,Premium,26.85,74.0,38.42
15973,2025-07-01 08:09:56,Salford Quays,Standard,30.04,102.0,62.2
15974,2025-11-24 05:45:06,Salford Quays,Standard,10.26,35.0,24.05
15975,2026-06-13 20:15:01,Stockport,Business,13.13,63.0,23.74
15976,2025-11-13 14:34:54,MediaCityUK,Business,17.57,69.0,24.49
15977,2025-11-14 08:42:19,Old Trafford,Standard,11.07,40.0,17.76
15978,2025-10-17 20:25:19,Piccadilly,Premium,10.75,30.0,16.53
15979,2025-08-28 11:43:43,Deansgate,Premium,12.42,44.0,28.15
15980,2025-10-07 09:34:18,Manchester Airport,Airport,16.32,37.0,21.84
15981,2026-05-15 10:52:49,MediaCityUK,Airport,17.5,45.0,45.63
15982,2025-12-08 12:23:56,MediaCityUK,Premium,15.57,59.0,34.55
15983,2025-10-11 10:26:05,MediaCityUK,Premium,2.36,9.0,2.88
15984,2025-10-10 16:14:24,Manchester Airport,Business,28.85,104.0,63.55
15985,2025-06-30 06:29:31,Manchester Airport,Standard,24.57,108.0,35.33
15986,2025-10-18 07:06:13,MediaCityUK,Standard,32.12,142.0,62.21
15987,2026-01-28 14:26:25,Piccadilly,Airport,13.46,31.0,33.72
15988,2026-03-11 01:19:41,MediaCityUK,Standard,7.69,30.0,20.96
15989,2025-07-04 01:53:31,Deansgate,Business,13.53,48.0,23.05
15990,2025-07-12 19:21:32,Manchester Airport,Premium,13.24,42.0,29.21
15991,2026-01-19 02:34:03,Salford Quays,Standard,2.22,7.0,3.32
15992,2026-02-19 16:54:35,Stockport,Business,22.39,58.0,54.43
15993,2025-11-19 16:52:33,Manchester Airport,Standard,6.29,20.0,8.81
15994,2025-09-09 23:27:51,Old Trafford,Premium,34.52,90.0,93.49
15995,2026-05-05 09:42:17,Salford Quays,Standard,28.73,139.0,46.43
15996,2025-08-22 03:48:28,Stockport,Premium,29.58,142.0,53.62
15997,2026-01-19 05:40:15,Old Trafford,Airport,10.45,35.0,26.98
15998,2025-11-09 20:45:12,Trafford Centre,Premium,26.31,114.0,33.56
15999,2026-03-08 13:39:36,Manchester Airport,Business,9.81,42.0,15.19
16000,2026-03-10 21:53:44,Old Trafford,Premium,29.79,119.0,46.11
16001,2026-02-05 11:06:00,Piccadilly,Premium,27.99,71.0,70.58
16002,2025-08-18 08:44:30,Salford Quays,Business,1.89,6.0,3.91
16003,2025-11-21 14:26:01,Deansgate,Premium,20.34,53.0,47.69
16004,2025-09-23 13:44:21,MediaCityUK,Standard,3.49,16.0,4.73
16005,2025-08-18 07:43:46,Piccadilly,Business,24.19,112.0,54.97
16006,2025-11-23 00:50:44,Manchester Airport,Business,11.91,40.0,21.08
16007,2026-03-04 00:00:23,Manchester Airport,Standard,5.33,20.0,7.95
16008,2025-12-20 10:58:11,Piccadilly,Airport,2.53,7.0,3.06
16009,2025-07-05 17:22:55,Old Trafford,Airport,26.28,102.0,57.83
16010,2025-10-21 00:25:49,Salford Quays,Premium,8.23,36.0,16.95
16011,2026-01-11 14:44:01,MediaCityUK,Business,22.3,65.0,37.74
16012,2025-08-10 18:38:50,Trafford Centre,Standard,32.97,104.0,82.67
16013,2025-09-11 20:42:41,Deansgate,Standard,10.01,40.0,26.43
16014,2026-03-08 17:17:42,MediaCityUK,Business,8.14,38.0,21.63
16015,2025-10-22 00:15:20,Deansgate,Premium,10.63,37.0,22.71
16016,2026-03-13 11:27:08,Stockport,Airport,30.57,150.0,41.41
16017,2026-03-05 09:47:22,Old Trafford,Premium,16.04,79.0,43.45
16018,2025-11-11 16:19:19,MediaCityUK,Premium,18.68,39.0,46.82
16019,2026-05-15 16:16:58,MediaCityUK,Airport,8.04,20.0,15.13
16020,2026-04-23 03:02:38,Trafford Centre,Standard,28.56,60.0,59.16
16021,2026-02-09 11:16:29,MediaCityUK,Standard,8.36,28.0,14.66
16022,2025-10-20 19:44:25,MediaCityUK,Premium,15.97,77.0,24.17
16023,2025-07-06 01:26:18,Trafford Centre,Standard,33.66,84.0,63.06
16024,2026-03-19 18:44:43,Salford Quays,Business,33.05,153.0,87.21
16025,2025-06-25 14:53:04,MediaCityUK,Business,27.6,117.0,39.37
16026,2025-09-08 06:40:27,Manchester Airport,Premium,24.84,81.0,54.45
16027,2025-09-02 05:52:58,Trafford Centre,Standard,31.95,141.0,82.89
16028,2025-08-24 15:22:46,Manchester Airport,Standard,28.96,136.0,45.22
16029,2025-11-29 00:24:43,MediaCityUK,Business,29.34,92.0,47.97
16030,2026-06-10 16:35:47,Trafford Centre,Standard,19.72,91.0,31.72
16031,2025-11-15 21:54:47,Salford Quays,Standard,26.59,125.0,40.88
16032,2026-02-26 06:45:04,Old Trafford,Airport,16.93,43.0,41.35
16033,2025-07-13 17:34:20,Deansgate,Business,31.82,130.0,60.6
16034,2026-03-04 16:54:34,Old Trafford,Premium,23.85,89.0,55.0
16035,2025-08-01 09:33:11,Salford Quays,Business,20.66,97.0,53.8
16036,2026-03-30 10:39:47,Deansgate,Standard,30.83,106.0,66.97
16037,2025-10-09 15:58:29,Manchester Airport,Premium,15.87,77.0,30.2
16038,2026-05-15 18:48:29,Salford Quays,Premium,16.11,59.0,24.78
16039,2026-05-30 09:07:33,Trafford Centre,Premium,13.54,63.0,22.34
16040,2026-04-09 03:42:01,Salford Quays,Airport,17.36,41.0,45.63
16041,2025-06-28 13:50:55,Manchester Airport,Premium,21.84,54.0,36.21
16042,2026-02-12 18:40:39,Deansgate,Airport,29.61,105.0,46.05
16043,2025-07-23 00:43:49,Trafford Centre,Business,5.26,18.0,8.93
16044,2025-07-22 12:18:11,Trafford Centre,Airport,2.13,10.0,3.73
16045,2025-10-02 21:10:22,Stockport,Airport,21.57,77.0,30.53
16046,2026-05-20 00:12:19,Stockport,Airport,7.99,32.0,14.99
16047,2026-05-24 01:32:15,Stockport,Premium,10.06,37.0,19.7
16048,2026-05-07 07:10:44,Trafford Centre,Business,15.25,41.0,21.15
16049,2025-09-24 00:41:29,Manchester Airport,Airport,31.51,144.0,79.41
16050,2026-03-26 07:11:11,Trafford Centre,Standard,33.05,165.0,46.71
16051,2026-03-16 17:07:51,Old Trafford,Standard,3.49,16.0,8.58
16052,2025-08-13 04:27:22,Stockport,Premium,2.17,7.0,4.35
16053,2025-09-26 10:29:09,Manchester Airport,Standard,11.55,31.0,26.82
16054,2026-05-01 08:14:06,Trafford Centre,Business,28.8,125.0,80.4
16055,2026-04-23 00:01:22,Old Trafford,Standard,15.1,62.0,41.34
16056,2025-10-19 00:33:29,Manchester Airport,Airport,25.73,61.0,59.0
16057,2026-03-16 04:18:39,Trafford Centre,Business,16.13,61.0,22.87
16058,2025-12-20 19:09:12,MediaCityUK,Business,11.95,41.0,33.43
16059,2025-09-19 11:19:09,Piccadilly,Standard,17.38,46.0,40.6
16060,2025-08-31 22:05:00,Piccadilly,Standard,29.83,85.0,47.84
16061,2025-09-20 03:37:21,Piccadilly,Premium,2.97,6.0,5.85
16062,2026-05-16 15:56:57,Salford Quays,Standard,32.29,125.0,86.23
16063,2026-04-30 08:49:01,Old Trafford,Airport,17.52,53.0,37.2
16064,2025-08-30 03:34:54,Old Trafford,Business,13.92,49.0,21.41
16065,2026-06-02 12:44:32,Deansgate,Standard,6.91,26.0,13.46
16066,2026-04-17 14:35:42,Trafford Centre,Airport,4.69,21.0,6.74
16067,2025-09-03 20:26:06,Deansgate,Standard,1.39,5.0,2.49
16068,2025-09-22 09:32:10,Piccadilly,Business,32.78,66.0,53.27
16069,2025-07-23 03:01:57,Manchester Airport,Airport,11.92,52.0,18.15
16070,2026-03-20 01:15:58,Manchester Airport,Premium,19.69,68.0,27.01
16071,2025-07-20 01:44:09,Deansgate,Standard,15.63,64.0,27.1
16072,2025-11-08 19:44:56,Piccadilly,Business,21.36,55.0,47.1
16073,2025-12-23 02:11:16,Old Trafford,Standard,31.16,88.0,79.11
16074,2026-05-17 06:31:51,Salford Quays,Airport,23.68,104.0,42.95
16075,2025-10-01 08:34:42,Salford Quays,Business,3.47,16.0,4.45
16076,2026-02-05 14:22:19,Trafford Centre,Standard,19.26,94.0,26.21
16077,2026-05-26 23:28:39,MediaCityUK,Airport,2.69,13.0,3.52
16078,2025-07-02 22:28:55,Old Trafford,Premium,30.03,68.0,75.85
16079,2025-11-18 15:59:43,Deansgate,Premium,6.2,24.0,8.69
16080,2025-08-28 07:52:35,Old Trafford,Airport,30.02,122.0,49.46
16081,2025-11-04 12:10:07,Salford Quays,Airport,21.84,53.0,27.17
16082,2026-02-06 16:44:27,Manchester Airport,Airport,24.69,60.0,46.54
16083,2026-06-06 16:44:25,Manchester Airport,Standard,18.98,46.0,41.28
16084,2025-10-13 06:23:32,Stockport,Standard,20.53,55.0,31.05
16085,2026-05-16 03:05:34,Old Trafford,Business,20.39,75.0,50.0
16086,2025-07-24 12:04:57,MediaCityUK,Business,15.42,66.0,28.3
16087,2025-07-07 20:24:43,Trafford Centre,Business,29.77,71.0,78.17
16088,2025-12-12 23:44:11,Old Trafford,Premium,19.32,45.0,44.64
16089,2025-12-07 10:49:04,MediaCityUK,Business,5.07,18.0,12.46
16090,2026-01-10 08:22:15,MediaCityUK,Standard,28.75,104.0,36.3
16091,2026-02-04 23:38:48,Manchester Airport,Airport,8.41,33.0,18.17
16092,2025-11-21 11:00:40,Deansgate,Business,22.04,102.0,30.37
16093,2025-07-29 11:55:44,Salford Quays,Business,20.5,88.0,45.89
16094,2026-03-15 16:37:26,Stockport,Business,7.57,31.0,15.72
16095,2026-03-03 06:25:55,Old Trafford,Standard,28.53,142.0,70.64
16096,2025-10-23 23:10:37,Stockport,Premium,20.96,60.0,27.8
16097,2026-06-06 08:42:25,MediaCityUK,Premium,11.63,52.0,24.41
16098,2025-09-30 13:37:17,Deansgate,Airport,14.62,50.0,36.04
16099,2025-11-04 07:37:00,Stockport,Business,21.05,49.0,36.14
16100,2025-09-26 09:52:02,Piccadilly,Premium,16.59,78.0,20.9
16101,2025-12-17 07:14:57,Salford Quays,Business,20.42,91.0,24.97
16102,2026-05-23 11:01:29,Stockport,Premium,8.99,28.0,11.2
16103,2025-12-25 04:24:10,Piccadilly,Standard,5.28,22.0,9.01
16104,2026-05-01 05:41:10,Deansgate,Standard,26.19,90.0,54.56
16105,2026-01-10 01:34:51,Manchester Airport,Business,32.47,95.0,55.88
16106,2026-01-04 11:37:21,Deansgate,Standard,21.07,52.0,58.07
16107,2026-01-10 09:58:58,Piccadilly,Standard,6.17,14.0,12.92
16108,2025-12-02 04:13:03,MediaCityUK,Airport,26.35,116.0,47.8
16109,2026-01-30 23:22:50,Piccadilly,Airport,25.94,108.0,34.25
16110,2025-11-10 23:10:39,Deansgate,Business,1.74,4.0,4.46
16111,2025-07-31 13:21:14,MediaCityUK,Business,4.43,18.0,9.09
16112,2026-02-23 22:17:21,Deansgate,Airport,31.27,132.0,56.34
16113,2025-09-14 20:32:19,MediaCityUK,Business,1.64,7.0,3.24
16114,2025-10-05 00:43:01,Trafford Centre,Business,18.16,43.0,32.73
16115,2025-07-02 22:18:51,Old Trafford,Business,22.9,62.0,30.8
16116,2026-05-08 20:14:04,Trafford Centre,Business,34.31,161.0,69.43
16117,2025-09-15 06:36:07,Manchester Airport,Standard,30.99,138.0,62.9
16118,2025-12-17 20:16:15,Stockport,Standard,14.01,65.0,38.53
16119,2026-02-04 20:52:20,Piccadilly,Premium,19.67,62.0,26.65
16120,2026-04-24 23:21:58,MediaCityUK,Airport,27.39,123.0,46.93
16121,2025-07-01 22:14:33,Trafford Centre,Premium,32.5,68.0,70.84
16122,2026-06-06 11:05:07,Piccadilly,Business,8.55,22.0,16.17
16123,2026-03-13 23:18:45,Manchester Airport,Airport,30.89,88.0,74.8
16124,2026-04-17 22:53:51,Manchester Airport,Standard,1.21,4.0,1.67
16125,2026-05-10 13:15:48,Salford Quays,Premium,30.57,77.0,81.83
16126,2026-03-09 20:57:39,Salford Quays,Standard,20.52,52.0,30.66
16127,2025-11-28 11:46:44,Old Trafford,Premium,4.97,22.0,11.52
16128,2026-02-19 21:29:00,Deansgate,Premium,18.28,65.0,50.42
16129,2025-07-28 22:30:34,Old Trafford,Airport,21.59,58.0,46.03
16130,2026-04-21 13:54:41,Manchester Airport,Standard,14.3,36.0,32.31
16131,2026-05-30 22:11:14,Piccadilly,Premium,5.19,11.0,12.35
16132,2026-03-20 01:17:47,Old Trafford,Business,5.21,21.0,9.95
16133,2025-12-19 11:15:09,MediaCityUK,Airport,23.8,52.0,44.15
16134,2025-11-09 21:24:58,Piccadilly,Premium,18.53,91.0,22.56
16135,2025-08-21 20:18:01,Manchester Airport,Premium,14.74,65.0,25.67
16136,2025-12-23 11:56:30,MediaCityUK,Business,9.55,34.0,21.63
16137,2026-06-11 10:47:45,Piccadilly,Premium,34.03,76.0,77.52
16138,2025-08-29 13:28:44,Old Trafford,Standard,34.46,141.0,75.1
16139,2025-11-30 13:50:02,Old Trafford,Standard,16.77,68.0,20.24
16140,2025-10-18 03:31:24,Stockport,Business,32.21,96.0,49.9
16141,2026-03-26 04:05:06,Stockport,Premium,24.39,65.0,57.19
16142,2025-08-17 17:38:35,Deansgate,Premium,26.92,110.0,67.37
16143,2026-01-15 16:43:14,Salford Quays,Standard,9.24,29.0,23.63
16144,2026-04-27 12:33:52,Deansgate,Premium,23.27,110.0,51.75
16145,2026-03-11 06:12:50,Stockport,Airport,29.8,144.0,51.17
16146,2026-04-04 16:41:37,Piccadilly,Standard,7.06,35.0,13.17
16147,2026-04-05 03:58:39,Trafford Centre,Premium,11.2,52.0,13.98
16148,2026-05-14 12:04:57,Trafford Centre,Airport,3.03,10.0,3.98
16149,2025-07-23 15:58:52,Stockport,Premium,30.59,133.0,50.85
16150,2026-01-02 02:38:06,Trafford Centre,Premium,15.68,51.0,37.54
16151,2025-07-31 04:06:27,Trafford Centre,Premium,31.12,133.0,45.95
16152,2025-12-24 08:52:46,Manchester Airport,Business,32.92,148.0,75.58
16153,2025-12-05 01:09:17,Salford Quays,Airport,3.82,10.0,9.32
16154,2026-06-09 01:17:46,Deansgate,Standard,21.06,95.0,37.52
16155,2026-02-10 20:18:35,Stockport,Standard,12.0,31.0,15.79
16156,2026-01-17 14:24:36,Manchester Airport,Premium,26.47,76.0,71.68
16157,2025-08-03 09:04:50,Old Trafford,Airport,32.15,135.0,83.45
16158,2026-01-15 09:30:43,Trafford Centre,Standard,32.81,87.0,74.91
16159,2025-10-21 01:58:16,Trafford Centre,Standard,18.84,73.0,32.1
16160,2026-03-18 19:22:43,Deansgate,Business,29.92,130.0,73.28
16161,2025-12-28 15:58:55,Salford Quays,Business,17.12,40.0,32.61
16162,2025-11-30 15:03:20,Trafford Centre,Business,23.67,118.0,48.6
16163,2026-04-17 18:11:39,Piccadilly,Airport,30.5,149.0,68.52
16164,2026-02-28 22:59:13,Piccadilly,Premium,17.75,84.0,37.37
16165,2025-08-14 02:49:45,Stockport,Standard,12.2,48.0,19.83
16166,2026-03-07 12:20:50,Piccadilly,Premium,4.38,19.0,9.44
16167,2025-08-15 21:38:16,Trafford Centre,Business,32.98,99.0,65.04
16168,2026-01-28 08:24:29,Stockport,Premium,3.22,9.0,5.52
16169,2025-08-19 10:37:28,Deansgate,Airport,2.95,13.0,7.97
16170,2026-06-06 12:24:16,Stockport,Standard,28.15,118.0,42.67
16171,2026-06-21 12:34:16,Trafford Centre,Airport,1.94,8.0,5.2
16172,2025-08-22 06:02:31,Salford Quays,Airport,5.25,18.0,10.36
16173,2025-10-19 03:40:52,Piccadilly,Business,3.29,16.0,8.23
16174,2026-05-29 19:55:33,Deansgate,Premium,30.49,83.0,57.65
16175,2026-06-01 16:26:37,Piccadilly,Standard,14.14,42.0,30.3
16176,2026-02-18 18:50:50,Deansgate,Airport,16.85,56.0,38.65
16177,2025-08-12 09:23:24,Trafford Centre,Premium,24.85,87.0,59.97
16178,2026-04-28 08:34:57,Trafford Centre,Business,16.22,65.0,24.62
16179,2026-02-17 09:52:25,Trafford Centre,Business,8.31,40.0,14.29
16180,2026-02-12 19:22:13,Old Trafford,Airport,7.38,31.0,11.88
16181,2026-01-19 22:02:51,Piccadilly,Standard,12.82,63.0,34.2
16182,2025-11-14 19:42:20,Salford Quays,Premium,21.43,45.0,53.9
16183,2026-06-13 09:20:41,Deansgate,Premium,21.31,50.0,57.36
16184,2026-02-18 07:30:01,Trafford Centre,Premium,5.11,25.0,9.9
16185,2025-07-09 06:48:31,Stockport,Business,15.17,31.0,39.25
16186,2025-11-17 20:23:24,Trafford Centre,Standard,28.28,139.0,67.12
16187,2025-07-13 18:04:21,Stockport,Premium,27.85,75.0,69.76
16188,2026-06-06 03:41:41,Salford Quays,Standard,4.55,10.0,7.19
16189,2026-02-14 07:00:42,Manchester Airport,Airport,17.12,67.0,34.61
16190,2025-11-07 00:40:52,Trafford Centre,Business,19.64,66.0,25.5
16191,2025-11-08 18:34:49,Old Trafford,Business,15.38,31.0,35.75
16192,2026-01-05 17:34:58,Trafford Centre,Airport,28.01,139.0,37.65
16193,2026-06-06 16:58:30,Trafford Centre,Premium,6.77,31.0,10.39
16194,2026-03-07 02:10:57,Trafford Centre,Premium,1.79,6.0,2.55
16195,2026-03-26 20:20:58,Stockport,Business,20.27,80.0,52.27
16196,2025-12-02 03:35:27,Salford Quays,Business,26.0,76.0,65.99
16197,2025-10-30 01:18:53,Piccadilly,Business,34.03,92.0,56.19
16198,2025-08-15 04:34:17,Piccadilly,Airport,11.79,25.0,14.62
16199,2025-09-13 01:32:49,MediaCityUK,Premium,30.88,104.0,48.13
16200,2025-08-03 17:20:41,Old Trafford,Standard,11.55,33.0,15.03
16201,2025-12-18 17:38:38,Trafford Centre,Business,6.49,22.0,15.33
16202,2026-06-10 22:00:44,Piccadilly,Airport,8.2,26.0,12.18
16203,2026-03-09 09:45:28,Salford Quays,Airport,16.12,49.0,39.69
16204,2026-04-15 01:19:45,MediaCityUK,Premium,9.49,38.0,21.8
16205,2025-07-20 19:27:30,Stockport,Airport,30.5,112.0,45.04
16206,2026-01-01 08:59:41,Deansgate,Airport,22.17,74.0,41.96
16207,2026-06-18 11:45:02,Trafford Centre,Standard,22.12,59.0,54.92
16208,2025-07-04 02:26:49,Old Trafford,Standard,29.2,88.0,75.88
16209,2025-09-04 08:33:15,Stockport,Premium,17.27,61.0,31.82
16210,2025-12-16 11:46:15,MediaCityUK,Business,14.31,54.0,22.48
16211,2025-07-21 13:16:31,Old Trafford,Airport,30.76,103.0,46.35
16212,2025-10-22 17:16:13,Trafford Centre,Standard,5.77,27.0,13.18
16213,2026-03-22 19:55:14,Piccadilly,Business,5.23,26.0,12.25
16214,2025-10-30 05:45:12,Piccadilly,Premium,20.03,72.0,40.26
16215,2026-04-04 12:12:01,Stockport,Standard,21.24,76.0,39.12
16216,2026-04-08 10:26:44,Stockport,Premium,20.65,83.0,28.01
16217,2025-10-13 13:24:18,Stockport,Standard,34.81,83.0,75.4
16218,2025-12-29 13:34:02,MediaCityUK,Premium,33.26,162.0,55.69
16219,2026-04-17 12:09:18,Salford Quays,Premium,31.82,98.0,74.87
16220,2026-05-19 01:03:18,Piccadilly,Standard,30.22,87.0,41.88
16221,2025-09-05 13:50:40,Old Trafford,Airport,11.05,25.0,29.66
16222,2025-07-18 02:22:45,Manchester Airport,Airport,22.27,87.0,54.94
16223,2025-11-26 06:44:12,Salford Quays,Business,8.65,30.0,10.62
16224,2026-05-21 03:08:10,Stockport,Premium,29.01,122.0,60.14
16225,2026-06-12 22:59:37,MediaCityUK,Standard,2.37,11.0,6.05
16226,2025-12-02 07:04:26,Stockport,Airport,9.57,24.0,22.95
16227,2025-11-16 04:54:10,Deansgate,Business,22.56,88.0,45.05
16228,2026-01-17 01:46:41,Piccadilly,Business,17.94,83.0,48.79
16229,2026-02-06 09:01:57,Salford Quays,Airport,29.98,112.0,59.57
16230,2025-09-29 18:36:56,Stockport,Airport,28.01,70.0,43.57
16231,2026-03-25 01:13:52,Stockport,Airport,7.53,34.0,9.14
16232,2025-07-16 21:19:30,Salford Quays,Airport,2.76,7.0,6.97
16233,2025-09-25 05:51:24,Deansgate,Business,15.77,42.0,28.15
16234,2025-11-28 13:52:33,MediaCityUK,Premium,22.07,109.0,36.26
16235,2026-03-16 10:26:18,Trafford Centre,Business,15.7,70.0,38.27
16236,2026-06-16 16:32:53,Trafford Centre,Business,18.8,39.0,51.92
16237,2026-01-25 00:27:40,Stockport,Standard,30.38,96.0,61.03
16238,2025-11-14 11:16:46,Stockport,Business,2.48,10.0,5.15
16239,2025-08-20 04:20:31,Piccadilly,Standard,20.07,91.0,45.88
16240,2026-05-11 14:16:37,Old Trafford,Standard,22.45,48.0,35.88
16241,2025-12-01 21:41:15,Stockport,Standard,32.28,151.0,74.46
16242,2026-06-11 03:45:50,Piccadilly,Premium,2.6,11.0,4.11
16243,2025-10-03 01:33:01,Old Trafford,Business,4.34,10.0,7.05
16244,2025-09-14 06:07:42,Stockport,Premium,31.11,103.0,84.98
16245,2026-05-15 05:06:19,Salford Quays,Premium,1.15,4.0,2.95
16246,2026-01-26 18:14:07,Trafford Centre,Standard,7.72,21.0,15.21
16247,2026-06-11 17:07:02,Manchester Airport,Business,14.7,67.0,29.76
16248,2026-06-22 15:34:28,Salford Quays,Business,15.39,37.0,22.09
16249,2025-11-30 01:15:55,Old Trafford,Standard,24.85,84.0,38.37
16250,2025-09-01 19:24:05,Old Trafford,Airport,12.32,54.0,27.47
16251,2025-09-12 20:55:44,MediaCityUK,Standard,34.96,105.0,62.65
16252,2025-08-05 11:55:17,Manchester Airport,Premium,10.71,33.0,27.72
16253,2025-09-12 17:03:39,Old Trafford,Airport,1.29,5.0,1.56
16254,2025-11-14 18:33:11,Old Trafford,Premium,11.38,31.0,21.82
16255,2026-06-02 06:17:28,Manchester Airport,Airport,19.67,55.0,41.28
16256,2025-10-01 05:12:11,Deansgate,Standard,32.86,135.0,78.28
16257,2026-03-07 23:14:17,Deansgate,Airport,2.92,12.0,4.02
16258,2026-04-10 03:05:29,Old Trafford,Business,5.67,20.0,11.62
16259,2025-12-20 11:56:55,Trafford Centre,Premium,19.0,64.0,30.37
16260,2025-08-14 01:46:02,Salford Quays,Airport,24.34,70.0,56.97
16261,2026-04-18 08:56:00,Piccadilly,Business,8.5,19.0,18.5
16262,2026-02-06 21:13:24,Trafford Centre,Business,6.09,20.0,8.75
16263,2026-01-16 03:16:29,Stockport,Business,7.37,16.0,18.13
16264,2025-12-07 21:52:36,Salford Quays,Premium,2.97,7.0,8.04
16265,2025-12-09 03:14:38,Manchester Airport,Airport,7.02,17.0,18.95
16266,2025-09-05 08:05:57,Stockport,Standard,20.81,91.0,45.9
16267,2026-03-24 03:26:25,MediaCityUK,Premium,29.13,105.0,38.16
16268,2026-02-09 21:03:17,Old Trafford,Airport,13.65,40.0,17.73
16269,2025-07-23 18:52:35,Stockport,Standard,15.02,56.0,29.05
16270,2026-04-12 20:08:13,Salford Quays,Standard,12.97,63.0,21.75
16271,2025-07-21 16:27:32,MediaCityUK,Standard,9.68,45.0,23.73
16272,2025-07-03 22:57:40,Stockport,Premium,21.89,67.0,54.14
16273,2026-06-10 17:03:32,Trafford Centre,Airport,4.31,18.0,7.2
16274,2026-05-21 03:29:03,Trafford Centre,Business,25.35,122.0,33.83
16275,2025-10-27 16:51:42,MediaCityUK,Standard,23.52,100.0,63.87
16276,2025-08-02 03:15:39,Stockport,Airport,33.74,107.0,75.32
16277,2026-04-02 07:39:00,Manchester Airport,Business,10.32,25.0,13.96
16278,2026-03-20 22:07:56,Manchester Airport,Premium,2.06,5.0,4.18
16279,2025-10-12 00:46:01,Deansgate,Premium,12.12,25.0,33.8
16280,2025-11-01 19:44:41,Manchester Airport,Airport,18.61,83.0,39.36
16281,2025-11-23 11:28:32,Manchester Airport,Premium,6.84,21.0,11.09
16282,2026-05-16 18:25:33,Salford Quays,Airport,17.42,65.0,32.7
16283,2026-05-01 21:41:37,Salford Quays,Premium,26.27,64.0,57.39
16284,2025-07-10 16:42:48,Old Trafford,Airport,29.42,127.0,43.17
16285,2026-01-07 09:44:38,Deansgate,Business,22.55,98.0,55.49
16286,2025-09-15 07:35:20,Deansgate,Airport,25.79,67.0,67.79
16287,2026-06-17 06:02:23,Manchester Airport,Standard,34.9,173.0,83.53
16288,2026-02-05 01:54:25,Deansgate,Standard,14.55,70.0,34.16
16289,2026-06-05 11:41:15,Manchester Airport,Business,21.5,76.0,60.12
16290,2025-07-18 10:47:14,Trafford Centre,Business,16.23,54.0,37.62
16291,2025-06-30 06:18:53,Salford Quays,Premium,30.07,118.0,61.64
16292,2026-06-20 02:56:10,Salford Quays,Premium,26.56,95.0,65.61
16293,2025-06-30 02:11:25,MediaCityUK,Airport,7.31,37.0,16.25
16294,2026-03-15 23:06:11,MediaCityUK,Airport,33.38,139.0,88.1
16295,2025-08-20 23:31:06,Salford Quays,Airport,9.9,32.0,26.95
16296,2026-04-07 10:53:02,Manchester Airport,Standard,7.75,20.0,16.12
16297,2025-09-09 08:37:05,Deansgate,Premium,25.05,108.0,51.46
16298,2026-06-02 06:18:26,Old Trafford,Airport,3.09,11.0,4.53
16299,2025-07-13 07:41:19,Manchester Airport,Airport,31.78,136.0,67.9
16300,2025-11-30 10:13:12,Old Trafford,Premium,26.06,94.0,69.25
16301,2025-07-14 03:04:21,Manchester Airport,Standard,19.06,89.0,26.88
16302,2026-03-28 15:10:11,Deansgate,Standard,27.66,136.0,54.95
16303,2026-05-20 05:07:41,Old Trafford,Business,3.54,8.0,6.73
16304,2026-06-17 15:13:03,Old Trafford,Airport,14.07,60.0,25.44
16305,2025-07-07 04:37:33,Manchester Airport,Standard,10.61,46.0,14.56
16306,2025-07-08 22:33:59,Trafford Centre,Business,30.71,117.0,80.34
16307,2025-10-30 17:49:34,Salford Quays,Premium,27.54,117.0,73.73
16308,2025-09-12 19:25:14,Deansgate,Business,23.44,69.0,42.43
16309,2025-09-16 08:15:20,Salford Quays,Airport,10.42,51.0,16.03
16310,2026-01-14 22:58:43,Salford Quays,Standard,18.02,39.0,50.33
16311,2026-05-05 01:04:32,Old Trafford,Business,7.4,34.0,10.27
16312,2025-10-14 12:49:20,Stockport,Standard,9.73,33.0,20.28
16313,2026-01-10 10:03:04,Deansgate,Airport,30.12,63.0,44.75
16314,2025-12-04 04:54:04,Piccadilly,Business,31.33,82.0,41.68
16315,2026-03-27 03:21:29,Piccadilly,Airport,27.96,101.0,49.78
16316,2026-02-14 02:53:27,Piccadilly,Airport,34.33,150.0,41.33
16317,2025-12-27 05:24:05,Deansgate,Airport,1.82,4.0,3.14
16318,2026-06-02 19:48:09,Stockport,Standard,29.78,113.0,64.83
16319,2025-11-12 20:12:32,Piccadilly,Standard,7.73,35.0,15.29
