trip_id,full_date,day_name,month_name,year,hour_of_day,time_period,pickup_area,pickup_location_type,dropoff_area,dropoff_location_type,trip_category,distance_miles,duration_minutes,fare,tip,total_earnings,estimated_cost,net_profit,earnings_per_mile,earnings_per_hour,profit_per_hour
28326,2026-06-21,Sunday,June     ,2026,21,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,27.48,77.00,58.78,0.00,58.78,7.69,51.09,2.14,45.80,39.81
41218,2026-06-21,Sunday,June     ,2026,10,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,21.45,105.00,46.94,0.00,46.94,6.01,40.93,2.19,26.82,23.39
11784,2026-06-21,Sunday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,7.99,27.00,11.93,0.00,11.93,2.24,9.69,1.49,26.51,21.54
1335,2026-06-21,Sunday,June     ,2026,12,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,4.97,13.00,7.96,0.00,7.96,1.39,6.57,1.60,36.74,30.32
21523,2026-06-21,Sunday,June     ,2026,13,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,2.56,9.00,6.31,0.00,6.31,0.72,5.59,2.46,42.07,37.29
13358,2026-06-21,Sunday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,33.75,164.00,62.36,0.00,62.36,9.45,52.91,1.85,22.81,19.36
12300,2026-06-21,Sunday,June     ,2026,11,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,14.11,58.00,32.65,0.00,32.65,3.95,28.70,2.31,33.78,29.69
35864,2026-06-21,Sunday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,1.30,4.00,3.56,0.00,3.56,0.36,3.20,2.74,53.40,47.94
49991,2026-06-21,Sunday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,3.24,16.00,5.90,0.00,5.90,0.91,4.99,1.82,22.13,18.72
26447,2026-06-21,Sunday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,20.89,92.00,39.00,0.00,39.00,5.85,33.15,1.87,25.43,21.62
25627,2026-06-21,Sunday,June     ,2026,16,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,33.59,74.00,75.53,0.00,75.53,9.41,66.12,2.25,61.24,53.61
25557,2026-06-21,Sunday,June     ,2026,9,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,12.66,59.00,33.07,0.00,33.07,3.54,29.53,2.61,33.63,30.03
48977,2026-06-21,Sunday,June     ,2026,1,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,25.94,114.00,55.52,0.00,55.52,7.26,48.26,2.14,29.22,25.40
43120,2026-06-21,Sunday,June     ,2026,23,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,13.45,34.00,30.72,0.00,30.72,3.77,26.95,2.28,54.21,47.57
33895,2026-06-21,Sunday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,22.39,53.00,50.63,0.00,50.63,6.27,44.36,2.26,57.32,50.22
46775,2026-06-21,Sunday,June     ,2026,16,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,6.19,23.00,14.41,0.00,14.41,1.73,12.68,2.33,37.59,33.07
41467,2026-06-21,Sunday,June     ,2026,4,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,13.12,59.00,31.01,0.00,31.01,3.67,27.34,2.36,31.54,27.80
39923,2026-06-21,Sunday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,1.72,5.00,4.35,0.00,4.35,0.48,3.87,2.53,52.20,46.42
15386,2026-06-21,Sunday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,9.81,30.00,19.59,0.00,19.59,2.75,16.84,2.00,39.18,33.69
22389,2026-06-21,Sunday,June     ,2026,0,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,7.22,32.00,11.45,0.00,11.45,2.02,9.43,1.59,21.47,17.68
30978,2026-06-21,Sunday,June     ,2026,11,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,1.38,5.00,2.92,0.00,2.92,0.39,2.53,2.12,35.04,30.40
44686,2026-06-21,Sunday,June     ,2026,12,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,1.19,3.00,2.38,0.00,2.38,0.33,2.05,2.00,47.60,40.94
7296,2026-06-21,Sunday,June     ,2026,23,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,33.37,75.00,83.48,0.00,83.48,9.34,74.14,2.50,66.78,59.31
38885,2026-06-21,Sunday,June     ,2026,21,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,7.07,16.00,17.61,0.00,17.61,1.98,15.63,2.49,66.04,58.61
587,2026-06-21,Sunday,June     ,2026,12,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,26.20,111.00,53.75,0.00,53.75,7.34,46.41,2.05,29.05,25.09
9572,2026-06-21,Sunday,June     ,2026,2,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,15.82,72.00,27.04,0.00,27.04,4.43,22.61,1.71,22.53,18.84
6818,2026-06-21,Sunday,June     ,2026,19,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,7.02,28.00,18.05,0.00,18.05,1.97,16.08,2.57,38.68,34.47
13382,2026-06-21,Sunday,June     ,2026,14,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,8.44,22.00,16.44,0.00,16.44,2.36,14.08,1.95,44.84,38.39
32619,2026-06-21,Sunday,June     ,2026,9,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,6.14,30.00,9.06,0.00,9.06,1.72,7.34,1.48,18.12,14.68
12439,2026-06-21,Sunday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,18.63,56.00,31.86,0.00,31.86,5.22,26.64,1.71,34.14,28.55
3425,2026-06-21,Sunday,June     ,2026,19,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,6.64,15.00,14.66,0.00,14.66,1.86,12.80,2.21,58.64,51.20
12190,2026-06-21,Sunday,June     ,2026,10,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,24.64,62.00,53.98,0.00,53.98,6.90,47.08,2.19,52.24,45.56
24612,2026-06-21,Sunday,June     ,2026,14,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,24.60,106.00,32.02,0.00,32.02,6.89,25.13,1.30,18.12,14.23
10506,2026-06-21,Sunday,June     ,2026,16,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,25.13,57.00,69.87,0.00,69.87,7.04,62.83,2.78,73.55,66.14
12995,2026-06-21,Sunday,June     ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,17.68,58.00,49.06,0.00,49.06,4.95,44.11,2.77,50.75,45.63
20220,2026-06-20,Saturday,June     ,2026,19,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.26,66.00,43.96,0.00,43.96,5.11,38.85,2.41,39.96,35.32
5578,2026-06-20,Saturday,June     ,2026,9,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,28.83,86.00,56.73,0.00,56.73,8.07,48.66,1.97,39.58,33.95
5949,2026-06-20,Saturday,June     ,2026,18,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,21.79,75.00,28.62,0.00,28.62,6.10,22.52,1.31,22.90,18.02
5946,2026-06-20,Saturday,June     ,2026,9,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,29.22,111.00,48.09,0.00,48.09,8.18,39.91,1.65,25.99,21.57
5930,2026-06-20,Saturday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,29.80,83.00,40.23,0.00,40.23,8.34,31.89,1.35,29.08,23.05
32546,2026-06-20,Saturday,June     ,2026,0,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,24.03,88.00,52.68,0.00,52.68,6.73,45.95,2.19,35.92,31.33
48788,2026-06-20,Saturday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,27.27,83.00,73.85,0.00,73.85,7.64,66.21,2.71,53.39,47.87
5508,2026-06-20,Saturday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,27.72,109.00,60.18,0.00,60.18,7.76,52.42,2.17,33.13,28.85
38160,2026-06-20,Saturday,June     ,2026,12,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,32.94,72.00,56.67,0.00,56.67,9.22,47.45,1.72,47.23,39.54
43016,2026-06-20,Saturday,June     ,2026,12,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,24.66,118.00,57.78,0.00,57.78,6.90,50.88,2.34,29.38,25.87
22623,2026-06-20,Saturday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,32.68,149.00,77.27,0.00,77.27,9.15,68.12,2.36,31.12,27.43
2723,2026-06-20,Saturday,June     ,2026,11,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,13.25,39.00,22.11,0.00,22.11,3.71,18.40,1.67,34.02,28.31
25976,2026-06-20,Saturday,June     ,2026,6,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,22.63,62.00,46.78,0.00,46.78,6.34,40.44,2.07,45.27,39.14
48419,2026-06-20,Saturday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,23.38,72.00,29.42,0.00,29.42,6.55,22.87,1.26,24.52,19.06
30227,2026-06-20,Saturday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.12,69.00,28.04,0.00,28.04,4.51,23.53,1.74,24.38,20.46
22814,2026-06-20,Saturday,June     ,2026,12,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,12.10,47.00,32.54,0.00,32.54,3.39,29.15,2.69,41.54,37.22
34031,2026-06-20,Saturday,June     ,2026,2,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,30.34,127.00,69.97,0.00,69.97,8.50,61.47,2.31,33.06,29.04
29495,2026-06-20,Saturday,June     ,2026,11,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,33.16,123.00,58.26,0.00,58.26,9.28,48.98,1.76,28.42,23.89
18923,2026-06-20,Saturday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,27.50,64.00,48.80,0.00,48.80,7.70,41.10,1.77,45.75,38.53
11120,2026-06-20,Saturday,June     ,2026,3,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,31.80,128.00,50.92,0.00,50.92,8.90,42.02,1.60,23.87,19.70
33620,2026-06-20,Saturday,June     ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,7.97,21.00,19.94,0.00,19.94,2.23,17.71,2.50,56.97,50.60
16298,2026-06-20,Saturday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,26.58,98.00,74.38,0.00,74.38,7.44,66.94,2.80,45.54,40.98
4185,2026-06-20,Saturday,June     ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,3.69,8.00,5.22,0.00,5.22,1.03,4.19,1.41,39.15,31.40
33549,2026-06-20,Saturday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,1.25,4.00,3.05,0.00,3.05,0.35,2.70,2.44,45.75,40.50
38654,2026-06-20,Saturday,June     ,2026,14,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,6.02,30.00,11.20,0.00,11.20,1.69,9.51,1.86,22.40,19.03
31849,2026-06-20,Saturday,June     ,2026,23,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,16.49,34.00,27.48,0.00,27.48,4.62,22.86,1.67,48.49,40.35
8463,2026-06-20,Saturday,June     ,2026,1,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,3.03,11.00,5.75,0.00,5.75,0.85,4.90,1.90,31.36,26.74
32846,2026-06-20,Saturday,June     ,2026,21,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,12.54,40.00,33.07,0.00,33.07,3.51,29.56,2.64,49.61,44.34
2587,2026-06-20,Saturday,June     ,2026,22,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,13.04,30.00,16.51,0.00,16.51,3.65,12.86,1.27,33.02,25.72
28524,2026-06-20,Saturday,June     ,2026,5,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,13.97,29.00,26.84,0.00,26.84,3.91,22.93,1.92,55.53,47.44
41328,2026-06-20,Saturday,June     ,2026,10,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,28.91,70.00,58.77,0.00,58.77,8.09,50.68,2.03,50.37,43.44
40828,2026-06-20,Saturday,June     ,2026,8,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,22.53,79.00,55.95,0.00,55.95,6.31,49.64,2.48,42.49,37.70
42955,2026-06-20,Saturday,June     ,2026,9,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,30.33,78.00,73.23,0.00,73.23,8.49,64.74,2.41,56.33,49.80
17938,2026-06-20,Saturday,June     ,2026,20,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,15.00,69.00,36.24,0.00,36.24,4.20,32.04,2.42,31.51,27.86
46683,2026-06-20,Saturday,June     ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,32.81,71.00,57.19,0.00,57.19,9.19,48.00,1.74,48.33,40.57
3444,2026-06-20,Saturday,June     ,2026,15,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,29.51,85.00,37.28,0.00,37.28,8.26,29.02,1.26,26.32,20.48
24220,2026-06-20,Saturday,June     ,2026,12,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,6.84,32.00,10.96,0.00,10.96,1.92,9.04,1.60,20.55,16.96
48624,2026-06-20,Saturday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,34.49,78.00,49.50,0.00,49.50,9.66,39.84,1.44,38.08,30.65
45270,2026-06-20,Saturday,June     ,2026,2,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.26,64.00,38.88,0.00,38.88,8.75,30.13,1.24,36.45,28.24
12277,2026-06-20,Saturday,June     ,2026,17,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.81,45.00,38.80,0.00,38.80,4.43,34.37,2.45,51.73,45.83
12779,2026-06-20,Saturday,June     ,2026,4,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,21.98,90.00,53.98,0.00,53.98,6.15,47.83,2.46,35.99,31.88
38422,2026-06-20,Saturday,June     ,2026,20,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,23.94,117.00,30.97,0.00,30.97,6.70,24.27,1.29,15.88,12.44
36311,2026-06-20,Saturday,June     ,2026,17,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,13.21,28.00,19.56,0.00,19.56,3.70,15.86,1.48,41.91,33.99
12876,2026-06-20,Saturday,June     ,2026,7,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,18.84,89.00,51.32,0.00,51.32,5.28,46.04,2.72,34.60,31.04
10066,2026-06-20,Saturday,June     ,2026,11,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,32.00,118.00,45.74,0.00,45.74,8.96,36.78,1.43,23.26,18.70
36355,2026-06-20,Saturday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,31.44,101.00,57.98,0.00,57.98,8.80,49.18,1.84,34.44,29.21
36183,2026-06-20,Saturday,June     ,2026,22,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,20.61,101.00,25.51,0.00,25.51,5.77,19.74,1.24,15.15,11.73
7920,2026-06-20,Saturday,June     ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,3.44,11.00,7.29,0.00,7.29,0.96,6.33,2.12,39.76,34.51
19238,2026-06-20,Saturday,June     ,2026,9,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,20.67,92.00,32.90,0.00,32.90,5.79,27.11,1.59,21.46,17.68
19798,2026-06-20,Saturday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,33.72,86.00,88.97,0.00,88.97,9.44,79.53,2.64,62.07,55.48
17495,2026-06-20,Saturday,June     ,2026,14,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,29.16,72.00,63.51,0.00,63.51,8.16,55.35,2.18,52.93,46.12
25887,2026-06-20,Saturday,June     ,2026,0,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,22.98,57.00,35.61,0.00,35.61,6.43,29.18,1.55,37.48,30.71
48770,2026-06-20,Saturday,June     ,2026,12,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,33.68,117.00,85.80,0.00,85.80,9.43,76.37,2.55,44.00,39.16
6967,2026-06-20,Saturday,June     ,2026,3,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,2.75,7.00,4.34,0.00,4.34,0.77,3.57,1.58,37.20,30.60
23303,2026-06-20,Saturday,June     ,2026,1,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,28.05,64.00,62.76,0.00,62.76,7.85,54.91,2.24,58.84,51.47
35766,2026-06-20,Saturday,June     ,2026,11,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,19.07,43.00,40.59,0.00,40.59,5.34,35.25,2.13,56.64,49.19
20555,2026-06-20,Saturday,June     ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,34.92,116.00,70.50,0.00,70.50,9.78,60.72,2.02,36.47,31.41
1749,2026-06-20,Saturday,June     ,2026,21,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,23.11,83.00,35.46,0.00,35.46,6.47,28.99,1.53,25.63,20.96
18479,2026-06-20,Saturday,June     ,2026,20,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,18.34,56.00,35.67,0.00,35.67,5.14,30.53,1.94,38.22,32.72
37071,2026-06-20,Saturday,June     ,2026,20,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,14.99,58.00,19.64,0.00,19.64,4.20,15.44,1.31,20.32,15.98
12319,2026-06-20,Saturday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,19.03,47.00,34.22,0.00,34.22,5.33,28.89,1.80,43.69,36.88
37240,2026-06-20,Saturday,June     ,2026,12,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,15.38,65.00,41.92,0.00,41.92,4.31,37.61,2.73,38.70,34.72
11345,2026-06-20,Saturday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,28.00,132.00,39.62,0.00,39.62,7.84,31.78,1.42,18.01,14.45
32107,2026-06-20,Saturday,June     ,2026,13,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,8.52,28.00,19.05,0.00,19.05,2.39,16.66,2.24,40.82,35.71
36138,2026-06-20,Saturday,June     ,2026,17,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,9.31,25.00,14.09,0.00,14.09,2.61,11.48,1.51,33.82,27.56
22197,2026-06-20,Saturday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.41,53.00,41.04,0.00,41.04,4.59,36.45,2.50,46.46,41.26
9083,2026-06-20,Saturday,June     ,2026,20,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,33.19,126.00,62.31,0.00,62.31,9.29,53.02,1.88,29.67,25.25
40205,2026-06-20,Saturday,June     ,2026,11,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,18.76,64.00,30.68,0.00,30.68,5.25,25.43,1.64,28.76,23.84
47726,2026-06-20,Saturday,June     ,2026,6,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,15.09,50.00,41.47,0.00,41.47,4.23,37.24,2.75,49.76,44.69
13716,2026-06-20,Saturday,June     ,2026,2,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.09,63.00,24.18,0.00,24.18,4.51,19.67,1.50,23.03,18.74
36012,2026-06-20,Saturday,June     ,2026,19,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,28.56,137.00,44.39,0.00,44.39,8.00,36.39,1.55,19.44,15.94
30923,2026-06-20,Saturday,June     ,2026,11,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,1.16,3.00,2.59,0.00,2.59,0.32,2.27,2.23,51.80,45.30
7370,2026-06-20,Saturday,June     ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,1.32,4.00,3.46,0.00,3.46,0.37,3.09,2.62,51.90,46.36
4476,2026-06-20,Saturday,June     ,2026,1,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,11.33,34.00,20.59,0.00,20.59,3.17,17.42,1.82,36.34,30.74
18378,2026-06-20,Saturday,June     ,2026,1,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,12.65,46.00,15.52,0.00,15.52,3.54,11.98,1.23,20.24,15.62
450,2026-06-20,Saturday,June     ,2026,9,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,32.76,109.00,58.99,0.00,58.99,9.17,49.82,1.80,32.47,27.42
3498,2026-06-20,Saturday,June     ,2026,1,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,15.30,52.00,25.18,0.00,25.18,4.28,20.90,1.65,29.05,24.11
22064,2026-06-20,Saturday,June     ,2026,18,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,7.67,25.00,13.73,0.00,13.73,2.15,11.58,1.79,32.95,27.80
26034,2026-06-20,Saturday,June     ,2026,9,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,13.31,59.00,23.54,0.00,23.54,3.73,19.81,1.77,23.94,20.15
29878,2026-06-20,Saturday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,1.71,4.00,4.24,0.00,4.24,0.48,3.76,2.48,63.60,56.42
42857,2026-06-20,Saturday,June     ,2026,17,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.28,46.00,22.37,0.00,22.37,4.56,17.81,1.37,29.18,23.23
43308,2026-06-20,Saturday,June     ,2026,17,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,2.47,10.00,5.68,0.00,5.68,0.69,4.99,2.30,34.08,29.93
24231,2026-06-20,Saturday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,29.18,75.00,61.46,0.00,61.46,8.17,53.29,2.11,49.17,42.63
19081,2026-06-20,Saturday,June     ,2026,13,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,4.86,19.00,9.20,0.00,9.20,1.36,7.84,1.89,29.05,24.76
18553,2026-06-20,Saturday,June     ,2026,19,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,11.91,54.00,17.04,0.00,17.04,3.33,13.71,1.43,18.93,15.23
16507,2026-06-20,Saturday,June     ,2026,15,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,10.59,34.00,24.25,0.00,24.25,2.97,21.28,2.29,42.79,37.56
23847,2026-06-20,Saturday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,1.55,5.00,2.55,0.00,2.55,0.43,2.12,1.65,30.60,25.39
8287,2026-06-20,Saturday,June     ,2026,1,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,2.05,7.00,3.71,0.00,3.71,0.57,3.14,1.81,31.80,26.88
27479,2026-06-20,Saturday,June     ,2026,4,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,18.84,57.00,50.30,0.00,50.30,5.28,45.02,2.67,52.95,47.39
19554,2026-06-20,Saturday,June     ,2026,16,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,15.58,71.00,33.91,0.00,33.91,4.36,29.55,2.18,28.66,24.97
5901,2026-06-20,Saturday,June     ,2026,9,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,32.85,117.00,77.30,0.00,77.30,9.20,68.10,2.35,39.64,34.92
7229,2026-06-20,Saturday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,20.34,90.00,39.36,0.00,39.36,5.70,33.66,1.94,26.24,22.44
39482,2026-06-20,Saturday,June     ,2026,22,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,15.31,50.00,41.39,0.00,41.39,4.29,37.10,2.70,49.67,44.52
44510,2026-06-20,Saturday,June     ,2026,6,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,24.78,63.00,42.70,0.00,42.70,6.94,35.76,1.72,40.67,34.06
11058,2026-06-20,Saturday,June     ,2026,23,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.70,75.00,52.03,0.00,52.03,5.24,46.79,2.78,41.62,37.44
4034,2026-06-20,Saturday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,2.74,9.00,4.35,0.00,4.35,0.77,3.58,1.59,29.00,23.89
45004,2026-06-20,Saturday,June     ,2026,20,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,1.62,4.00,2.47,0.00,2.47,0.45,2.02,1.52,37.05,30.25
38211,2026-06-20,Saturday,June     ,2026,14,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,14.74,72.00,20.50,0.00,20.50,4.13,16.37,1.39,17.08,13.64
13647,2026-06-20,Saturday,June     ,2026,12,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,29.01,89.00,67.63,0.00,67.63,8.12,59.51,2.33,45.59,40.12
589,2026-06-20,Saturday,June     ,2026,15,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,14.64,35.00,22.04,0.00,22.04,4.10,17.94,1.51,37.78,30.76
8939,2026-06-20,Saturday,June     ,2026,0,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,30.61,76.00,43.09,0.00,43.09,8.57,34.52,1.41,34.02,27.25
42238,2026-06-20,Saturday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,34.88,94.00,57.92,0.00,57.92,9.77,48.15,1.66,36.97,30.74
